1,3
0,96
0,99
0,9
1,56
1,52
1,48
1,46
1,44
1,33
1,24
1,16
1,14
1,11
1,09
1,05
1,04
1,03
1,01
1,02
1,01
1,05
1,06
1,04
1,02
1,03
1,04
1,01
1,02
1,01
1
1,01
0,99
1,03
1,01
1
1
0,99
0,99
0,99
0,99
0,99
0,97
0,96
0,95
0,93
0,93
0,93
0,93
0,93
0,93
0,93
0,93
0,93
0,93
0,96
0,96
0,95
0,95
0,95
0,95
0,95
0,95
0,95
0,96
0,96
0,98
0,98
0,99
0,99
0,99
0,98
0,98
1,02
1,02
1,01
1,01
1,01
1,02
1,02
1,02
1,01
1,01
1,01
1,01
1,02
1,03
1,03
1,03
1,03
1,02
1,02
1,02
1,02
1,03
1,05
1,04
1,04
1,03
1,04
1,04
1,04
1,04
1,04
1,05
1,04
1,04
1,03
1,03
1,03
1,02
1,02
1,02
1,02
1,01
1,03
1,03
1,02
1,02
1,03
1,03
1,03
1,04
1,04
1,03
1,03
1,02
1,02
1,03
1,03
1,03
1,03
1,04
1,04
1,04
1,04
1,04
1,04
1,05
1,07
1,08
1,09
1,09
1,08
1,08
1,08
1,08
1,07
1,07
1,07
1,06
1,08
1,07
1,07
1,07
1,08
1,08
1,09
1,09
1,08
1,08
1,08
1,09
1,09
1,09
1,09
1,09
1,09
1,08
1,08
1,08
1,08
1,08
1,08
1,08
1,08
1,09
1,08
1,09
1,09
1,1
1,11
1,12
1,12
1,12
1,12
1,13
1,13
1,13
1,13
1,14
1,15
1,15
1,15
1,14
1,14
1,14
1,14
1,14
1,14
1,14
1,14
1,13
1,14
1,14
1,14
1,14
1,14
1,14
1,14
1,14
1,15
1,15
1,15
1,15
1,15
1,14
1,14
1,14
1,14
1,14
1,14
1,15
1,15
1,15
1,15
1,16
1,15
1,15
1,16
1,16
1,16
1,17
1,17
1,17
1,17
1,18
1,18
1,18
1,18
1,18
1,17
1,17
1,17
1,17
1,17
1,17
1,18
1,18
1,18
1,18
1,18
1,19
1,19
1,19
1,19
1,19
1,19
1,19
1,2
1,2
1,2
1,21
1,2
1,2
1,2
1,2
1,2
1,2
1,21
1,21
1,21
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,2
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,22
1,21
1,22
1,22
1,21
1,22
1,21
1,21
1,21
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,21
1,22
1,22
1,21
1,21
1,21
1,22
1,21
1,21
1,21
1,21
1,21
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,21
1,21
1,22
1,21
1,22
1,21
1,22
1,21
1,21
1,21
1,22
1,22
1,22
1,22
1,22
1,22
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,22
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,22
1,22
1,23
1,22
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,23
1,22
1,22
1,23
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,22
1,21
1,22
1,22
1,22
1,22
1,22
1,22
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,22
1,21
1,21
1,22
1,22
1,22
1,22
1,22
1,22
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,21
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,21
1,2
1,21
1,21
1,21
1,21
1,2
1,2
1,2
1,2
1,2
